"year","avg_coal","stddev_coal","min_coal","max_coal","avg_flaring","stddev_flaring","min_flaring","max_flaring","avg_oil","stddev_oil","min_oil","max_oil","avg_cement","oil_cement","min_cement","max_cement","avg_other_industry","oil_other_industry","min_other_industry","max_other_industry"
1830,"3.4226153846153844","13.254197050223521","0","67.724","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1831,"3.2019230769230775","12.610370164029531","0","64.486","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1832,"3.2836399999999997","12.472112835174855","0","62.559","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1833,"3.32992","12.355515826005268","0","61.925","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1834,"7.397000000000001","18.598307635618113","0.004","65.802","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1835,"8.116666666666667","20.39395965089723","0.004","72.197","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1836,"8.907916666666667","22.183673486509413","0.004","78.545","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1837,"8.850000000000001","21.222497518178468","0.004","75.254","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1838,"8.820583333333333","20.74115580394047","0.004","73.586","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1839,"8.434846153846154","20.57752804981749","0.004","75.786","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1840,"9.13923076923077","21.91687148125026","0.004","80.791","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1841,"9.397384615384615","22.07618776169798","0.004","81.33","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1842,"9.953076923076924","23.118754455569682","0.004","85.193","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1843,"9.455142857142857","23.25182979683747","0.004","88.57","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1844,"10.138928571428568","24.64446761902709","0.004","93.955","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1845,"11.074071428571429","26.194808262661184","0.004","99.778","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1846,"10.510466666666668","24.264565245484636","0.026","95.494","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1847,"11.3828","25.901987695927893","0.033","101.823","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1848,"12.398571428571428","28.48183753448255","0.04","108.978","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1849,"13.209428571428573","30.69679138009325","0.048","117.35","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1850,"6.7845517241379305","22.954649058502607","0","122.35","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1851,"13.244466666666666","29.693903727067962","0.07","116.411","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1852,"13.827533333333333","29.6504475968785","0.084","115.998","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1853,"14.474600000000002","29.681314491973374","0.103","115.358","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1854,"17.002266666666667","35.631568692596716","0.125","139.012","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL
1855,"8.967896551724138","25.512606606965377","0.001","130.169","0","0","0","0","0.0012758620689655171","0.006870727512550918","0","0.037","0","0","0","0",NULL,NULL,NULL,NULL
1856,"18.483799999999995","36.361402038032416","0.18","140.081","0","0","0","0","0.0026666666666666666","0.010327955589886445","0","0.04","0","0","0","0",NULL,NULL,NULL,NULL
1857,"18.658666666666665","35.849159090888165","0.216","137.566","0","0","0","0","0.0034","0.0113754120804479","0","0.044","0","0","0","0",NULL,NULL,NULL,NULL
1858,"8.8800625","25.518366230868736","0","134.822","0","0","0","0","0.00196875","0.008645283536088035","0","0.048","0","0","0","0",NULL,NULL,NULL,NULL
1859,"9.419531249999999","28.00521277511809","0","149.699","0","0","0","0","0.0017500000000000003","0.008496678667991205","0","0.048","0","0","0","0",NULL,NULL,NULL,NULL
1860,"8.93737837837838","29.160963849479163","0","167.95","0","0","0","0","0.007513513513513514","0.03382193701465698","0","0.202","0","0","0","0",NULL,NULL,NULL,NULL
1861,"9.374027027027028","30.368824945700194","0","175.044","0","0","0","0","0.025567567567567565","0.1413908178184261","0","0.861","0","0","0","0",NULL,NULL,NULL,NULL
1862,"9.542810810810812","29.748021732394086","0","169.409","0","0","0","0","0.0378918918918919","0.20503113364990638","0","1.249","0","0","0","0",NULL,NULL,NULL,NULL
1863,"10.186081081081081","31.77586365062708","0","180.137","0","0","0","0","0.035054054054054054","0.17502760828984573","0","1.066","0","0","0","0",NULL,NULL,NULL,NULL
1864,"10.989540540540538","34.30143195390812","0","193.859","0","0","0","0","0.030135135135135136","0.14172825370369133","0","0.865","0","0","0","0",NULL,NULL,NULL,NULL
1865,"11.356263157894738","35.8979391877706","0","205.451","0","0","0","0","0.03489473684210526","0.16510271814575936","0","1.022","0","0","0","0",NULL,NULL,NULL,NULL
1866,"11.699605263157892","36.89561648872688","0","211.655","0","0","0","0","0.05192105263157895","0.23741085172708712","0","1.469","0","0","0","0",NULL,NULL,NULL,NULL
1867,"12.530342105263157","38.49011276712172","0","217.319","0","0","0","0","0.052842105263157906","0.22175412806612418","0","1.367","0","0","0","0",NULL,NULL,NULL,NULL
1868,"12.544923076923078","38.093302794022534","0","213.168","0","0","0","0","0.05905128205128206","0.23897819199314632","0","1.491","0","0","0","0",NULL,NULL,NULL,NULL
1869,"13.315923076923077","40.25862080636605","0","223.64","0","0","0","0","0.06761538461538462","0.27697944208195735","0","1.726","0","0","0","0",NULL,NULL,NULL,NULL
1870,"13.254625","40.469335220181975","0","228.41","0","0","0","0","0.0789","0.32383667931813226","0","2.048","0","0","0","0",NULL,NULL,NULL,NULL
1871,"14.089299999999998","42.86213253557779","0","241.93","0","0","0","0","0.082975","0.3213122522742301","0","2.019","0","0","0","0",NULL,NULL,NULL,NULL
1872,"15.58915","46.41464079115334","0","254.912","0","0","0","0","0.0934","0.38208730375701794","0","2.411","0","0","0","0",NULL,NULL,NULL,NULL
1873,"16.519675","48.79052238114488","0","264.46","0","0","0","0","0.14232499999999998","0.608896032871092","0","3.851","0","0","0","0",NULL,NULL,NULL,NULL
1874,"15.44905","46.35554599185047","0","256.931","0","0","0","0","0.15669999999999998","0.6819994435669585","0","4.324","0","0","0","0",NULL,NULL,NULL,NULL
1875,"16.781375","49.551483115110194","0","271.253","0","0","0","0","0.146475","0.5443558407974112","0","3.43","0","0","0","0",NULL,NULL,NULL,NULL
1876,"17.441615384615382","49.90010015790781","0","270.718","0","0","0","0","0.16820512820512823","0.5612531645432848","0","3.484","0","0","0","0",NULL,NULL,NULL,NULL
1877,"17.732307692307693","51.168844198272105","0","275.492","0","0","0","0","0.22679487179487176","0.8302911087300449","0","5.177","0","0","0","0",NULL,NULL,NULL,NULL
1878,"16.973292682926832","49.284472626905476","0","270.612","0","0","0","0","0.24551219512195124","0.9463590788371827","0","6.057","0","0","0","0",NULL,NULL,NULL,NULL
1879,"17.69778571428571","51.22419413811508","0","272.129","0","0","0","0","0.30200000000000005","1.211369553489748","0","7.863","0","0","0","0",NULL,NULL,NULL,NULL
1880,"19.964738095238097","56.41446990175115","0","296.659","0","0","0","0","0.366547619047619","1.5960827382793215","0","10.384","0","0","0","0",NULL,NULL,NULL,NULL
1881,"20.146023255813954","58.849984664596604","0","311.605","0","0","0","0","0.4015348837209302","1.6644441278416446","0","10.915","0","0","0","0",NULL,NULL,NULL,NULL
1882,"21.76740476190476","62.128527935381975","0","314.25","0","0","0","0","0.45149999999999996","1.8452935287690884","0","11.967","0","0","0","0",NULL,NULL,NULL,NULL
1883,"22.694","65.0816678902819","0","326.887","0","0","0","0","0.3844883720930232","1.386085312637426","0","9.006","0","0","0","0",NULL,NULL,NULL,NULL
1884,"22.37768181818182","64.65909249709253","0","318.464","0","0","0","0","0.41690909090909095","1.411929074873654","0","9.116","0","0","0","0",NULL,NULL,NULL,NULL
1885,"19.77892","60.935851814852256","0","314.404","0","0","0","0","0.3795400000000001","1.2308385760968672","0","8.134","0","0","0","0",NULL,NULL,NULL,NULL
1886,"22.679568181818187","65.1126537798227","0","311.576","0","0","0","0","0.49640909090909086","1.6708367673627629","0","10.725","0","0","0","0",NULL,NULL,NULL,NULL
1887,"23.18808888888889","67.04783875908787","0","319.515","0","0","0","0","0.5220888888888889","1.7027725495660175","0","10.768","5.882352941176471e-05","0.00024253562503633296","0","0.001",NULL,NULL,NULL,NULL
1888,"25.064847826086954","74.08756652261563","0","346.574","0","0","0","0","0.5346521739130434","1.674292782273443","0","10.527","5.882352941176471e-05","0.00024253562503633296","0","0.001",NULL,NULL,NULL,NULL
1889,"25.08639130434783","72.451674902955","0","343.789","0","0","0","0","0.6179347826086957","2.0843138215641344","0","13.538","5.555555555555556e-05","0.00023570226039551585","0","0.001",NULL,NULL,NULL,NULL
1890,"23.660566037735848","74.62610951977905","0","372.27","0","0","0","0","0.6541509433962265","2.5391104847369315","0","17.789","5.2631578947368424e-05","0.00022941573387056174","0","0.001",NULL,NULL,NULL,NULL
1891,"24.29548148148148","77.384509357857","0","397.225","0","0","0","0","0.7564074074074075","3.011396676642757","0","21.251","5.2631578947368424e-05","0.00022941573387056174","0","0.001",NULL,NULL,NULL,NULL
1892,"23.649964285714283","77.58243592486036","0","423.045","0","0","0","0","0.7182678571428571","2.768524966581377","0","19.628","5.2631578947368424e-05","0.00022941573387056174","0","0.001",NULL,NULL,NULL,NULL
1893,"23.314732142857146","75.54855761874217","0","428.105","0","0","0","0","0.7601071428571429","2.719237210412785","0","18.701","5.2631578947368424e-05","0.00022941573387056174","0","0.001",NULL,NULL,NULL,NULL
1894,"24.189232142857147","76.78338087751473","0","399.376","0","0","0","0","0.7451071428571427","2.7166699580624365","0","18.976","5.2631578947368424e-05","0.00022941573387056174","0","0.001",NULL,NULL,NULL,NULL
1895,"25.11978947368421","81.64006941375942","0","452.372","0","0","0","0","0.8518421052631577","3.032688545483986","0","20.533","5.2631578947368424e-05","0.00022941573387056174","0","0.001",NULL,NULL,NULL,NULL
1896,"25.464293103448274","82.44001084999731","0","450.196","0","0","0","0","0.9066896551724137","3.3925635869457267","0","23.838","5e-05","0.00022360679774997898","0","0.001",NULL,NULL,NULL,NULL
1897,"26.661879310344823","85.83312196391843","0","469.465","0","0","0","0","0.9578275862068966","3.4361614096124558","0","23.534","5e-05","0.00022360679774997898","0","0.001",NULL,NULL,NULL,NULL
1898,"28.12948275862069","90.73610663535108","0","515.353","0","0","0","0","0.986189655172414","3.3089940563794107","0","21.508","5e-05","0.00022360679774997898","0","0.001",NULL,NULL,NULL,NULL
1899,"30.736879310344833","100.89952656733081","0","592.451","0","0","0","0","1.0356034482758618","3.447801241572868","0","22.178","5e-05","0.00022360679774997898","0","0.001",NULL,NULL,NULL,NULL
1900,"32.29856896551724","105.80403927140155","0","626.544","0","0","0","0","1.1610862068965515","3.8889395807357863","0","24.651","5e-05","0.00022360679774997898","0","0.001",NULL,NULL,NULL,NULL
1901,"32.69661016949152","109.76405835842135","0","681.541","0","0","0","0","1.2674915254237284","4.270512940090296","0","27.125","0.0001","0.00044721359549995795","0","0.002",NULL,NULL,NULL,NULL
1902,"33.443169491525424","113.79973968641104","0","715.931","0","0","0","0","1.370237288135593","5.055174918829707","0","34.87","0.0001","0.00044721359549995795","0","0.002",NULL,NULL,NULL,NULL
1903,"35.89946666666667","127.26683268661799","0","840.042","0","0","0","0","1.4267499999999997","5.503520625510885","0","39.839","0.00014285714285714287","0.000654653670707977","0","0.003",NULL,NULL,NULL,NULL
1904,"35.51831147540983","124.50508591359377","0","818.27","0","0","0","0","1.5758852459016393","6.316576327669814","0","46.789","0.00013636363636363637","0.0006396021490668312","0","0.003","1.834",NULL,"1.834","1.834"
1905,"37.275516129032255","134.987006020524","0","913.479","0","0","0","0","1.5658870967741936","6.974003617897952","0","53.853","0.00017391304347826088","0.000834057656228299","0","0.004","1.98",NULL,"1.98","1.98"
1906,"39.60026229508197","141.4870537817155","0","964.05","0","0","0","0","1.6059344262295083","6.638830930891503","0","50.274","0.00018181818181818183","0.0008528028654224418","0","0.004","2.127",NULL,"2.127","2.127"
1907,"44.30435483870968","160.8651868625746","0","1115.249","0","0","0","0","1.9275967741935482","8.62235441670096","0","66.688","0.0002380952380952381","0.001091089451179962","0","0.005","2.054",NULL,"2.054","2.054"
1908,"41.68150793650794","142.7934940076022","0","959.763","0","0","0","0","2.0456984126984126","9.158499524300383","0","71.547","0.005043478260869565","0.02312117931261994","0","0.111","1.834",NULL,"1.834","1.834"
1909,"42.000784615384596","151.9736567823405","0","1066.609","0","0","0","0","2.0686615384615386","9.261323822551173","0","73.236","0.00464","0.02198272048678234","0","0.11","2.347",NULL,"2.347","2.347"
1910,"43.37119696969697","160.94230056783798","0","1160.396","0","0","0","0","2.184681818181818","10.476750035063487","0","83.931","0.005192307692307692","0.02508548461683646","0","0.128","2.347",NULL,"2.347","2.347"
1911,"43.91571212121212","160.15646630791693","0","1143.128","0","0","0","0","2.3171060606060605","10.976046053010567","0","88.17","0.00592","0.02817640857171119","0","0.141","2.274",NULL,"2.274","2.274"
1912,"46.17906060606062","169.45637428234838","0","1224.395","0","0","0","0","2.3834696969696965","11.122837871445048","0","89.321","0.00676923076923077","0.0331171347701551","0","0.169","2.347",NULL,"2.347","2.347"
1913,"47.70895652173912","177.40518167066318","0","1304.578","0","0","0","0","2.6397391304347826","12.997359845767066","0","107.077","0.007214285714285715","0.03663772306411455","0","0.194","2.421",NULL,"2.421","2.421"
1914,"47.0104126984127","168.13199164142083","0","1172.136","0","0","0","0","2.9546031746031747","14.524902669752944","0","114.617","0.00525","0.0262560398695163","0","0.139","2.274",NULL,"2.274","2.274"
1915,"45.355374999999995","170.1645603868992","0","1213.597","0","0","0","0","3.0884531249999996","15.248390882506401","0","120.93","0.005551724137931035","0.028397165611700144","0","0.153","2.421",NULL,"2.421","2.421"
1916,"47.41337878787879","184.28160492553573","0","1345.443","0","0","0","0","3.2621363636363636","16.64205185933547","0","133.981","0.006033333333333333","0.03156873544301805","0","0.173","2.714",NULL,"2.714","2.714"
1917,"50.120107692307684","201.45122485566475","0","1481.645","0","0","0","0","3.684184615384615","18.589993618789507","0","147.941","0.005103448275862069","0.025986734016178063","0","0.14","2.494",NULL,"2.494","2.494"
1918,"47.901999999999994","204.13119005953308","0","1551.136","0","0","0","0","3.657641791044776","19.72856261309559","0","159.19","0.003838709677419355","0.02028808644532311","0","0.113","2.127",NULL,"2.127","2.127"
1919,"37.712555555555554","162.37439545040405","0","1261.251","0","0","0","0","3.797638888888889","21.530446941519006","0","179.217","0.0041333333333333335","0.02135534066018718","0","0.117","2.201",NULL,"2.201","2.201"
1920,"42.242081081081075","184.0005314715193","0","1465.534","0","0","0","0","4.747756756756758","28.017192275610267","0","230.645","0.004806451612903226","0.025142817867585585","0","0.14","2.347",NULL,"2.347","2.347"
1921,"35.578400000000016","146.12179218784988","0","1142.651","0","0","0","0","5.1320933333333345","30.04857128463728","0","246.36","0.0040625","0.021397825484938206","0","0.121","1.687",NULL,"1.687","1.687"
1922,"37.95408219178083","147.8223475208552","0","1112.892","0","0","0","0","5.848630136986301","34.27777685830008","0","282.488","0.0064333333333333334","0.03339800049077203","0","0.183","2.421",NULL,"2.421","2.421"
1923,"43.10139726027397","187.0907330469586","0","1509.469","0","0","0","0","6.498452054794522","39.78570196518157","0","334.413","0.006933333333333334","0.035776059547993955","0","0.196","2.714",NULL,"2.714","2.714"
1924,"42.602810810810816","169.12946676248046","0","1313.207","0","0","0","0","6.377972972972974","38.41791924972918","0","325.557","0.006967741935483872","0.03645680903111492","0","0.203","2.714",NULL,"2.714","2.714"
1925,"42.58625675675676","171.2235139369175","0","1340.481","0","0","0","0","6.678581081081083","39.998689143591506","0","341.244","0.46541935483870966","2.5504551851802657","0","14.206","3.081",NULL,"3.081","3.081"
1926,"39.50888461538461","175.30430052925524","0","1477.933","0","0","0","0","6.313435897435899","39.24812091079399","0","345.266","0.4211714285714286","2.4511148302199897","0","14.506","3.007",NULL,"3.007","3.007"
1927,"42.0181125","169.98133923351733","0","1376.693","0","0","0","0","6.753449999999999","44.315461215092064","0","396.207","0.4174864864864865","2.4755156996026058","0","15.066","2.934",NULL,"2.934","2.934"
1928,"39.34815476190476","161.31205411046383","0","1330.158","0","0","0","0","6.5759404761904765","44.1044540065205","0","404.402","0.3785744680851064","1.6687684241783398","0","15.417","2.934",NULL,"2.934","2.934"
1929,"41.93039285714285","170.66028911593042","0","1404.59","0","0","0","0","7.215749999999999","48.58440829792659","0","445.598","0.3923085106382979","1.6406528599992032","0","14.996","2.861",NULL,"2.861","2.861"
1930,"37.811705882352946","150.64656644324376","0","1238.166","0","0","0","0","6.85355294117647","42.74315092210844","0","393.407","0.3743368421052632","1.5428148122522078","0","14.286","2.274",NULL,"2.274","2.274"
