country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Africa (GCP),1995,,5443903.5,56045613056.0,0.343,0.049,844.546,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,751.733,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),1996,,5443903.5,56045613056.0,0.343,0.049,872.31,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,751.774,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),1997,,5443903.5,56045613056.0,0.343,0.049,893.978,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,772.032,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),1998,,5443903.5,56045613056.0,0.343,0.049,912.431,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,819.202,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),1999,,5443903.5,56045613056.0,0.343,0.049,899.667,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,785.349,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2000,,5443903.5,56045613056.0,0.343,0.049,930.032,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,732.651,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2001,,5443903.5,56045613056.0,0.343,0.049,919.532,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,747.663,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2002,,5443903.5,56045613056.0,0.343,0.049,899.263,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,739.299,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2003,,5443903.5,56045613056.0,0.343,0.049,988.554,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,818.479,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2004,,5443903.5,56045613056.0,0.343,0.049,1044.856,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,863.253,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2005,,5443903.5,56045613056.0,0.343,0.049,1063.169,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,881.782,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2006,,5443903.5,56045613056.0,0.343,0.049,1092.155,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,936.535,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2007,,5443903.5,56045613056.0,0.343,0.049,1122.71,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,972.655,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2008,,5443903.5,56045613056.0,0.343,0.049,1175.609,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1023.599,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2009,,5443903.5,56045613056.0,0.343,0.049,1173.152,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1067.699,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2010,,5443903.5,56045613056.0,0.343,0.049,1215.363,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1096.001,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2011,,5443903.5,56045613056.0,0.343,0.049,1255.073,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1157.89,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2012,,5443903.5,56045613056.0,0.343,0.049,1255.84,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1191.865,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2013,,5443903.5,56045613056.0,0.343,0.049,1265.459,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1239.068,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2014,,5443903.5,56045613056.0,0.343,0.049,1344.904,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1325.498,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2015,,5443903.5,56045613056.0,0.343,0.049,1319.776,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1333.182,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2016,,5443903.5,56045613056.0,0.343,0.049,1355.479,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1346.779,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2017,,5443903.5,56045613056.0,0.343,0.049,1369.699,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1312.865,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2018,,5443903.5,56045613056.0,0.343,0.049,1357.064,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1307.989,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2019,,5443903.5,56045613056.0,0.343,0.049,1457.553,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1387.172,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2020,,5443903.5,56045613056.0,0.343,0.049,1356.417,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1318.879,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2021,,5443903.5,56045613056.0,0.343,0.049,1435.196,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1389.118,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Africa (GCP),2022,,5443903.5,56045613056.0,0.343,0.049,1416.609,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,38.448,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia,1990,,3210563750.0,56045613056.0,237.608,0.074,6608.574,204.205,3.189,9215.717,-292.411,-3.075,2.87,0.646,0.366,2.058,0.463,0.262,3262.189,1.016,6551.291,2.041,0.459,3725.454,130210.164,327631.031,68892.797,3536.062,7076.788,249258.781,45806.652,1172.411,8004.866,1.251,70.492,0.022,644.444,0.201,2.94,3.005,2767.057,0.862,2738.66,0.853,758.12,0.236,2309.106,0.719,0.026,84.736,25700.133,48.135,29.045,33.008,37.489,30.421,16.118,22.771,15.748,43.251,8.942,39.22,17.029,63.367,27.238,16.825,53.554,24.977,37.994,26.532,0.104,0.137,0.254,0.013,9648.57,9440.48,-57.284,-0.867
Asia,1991,,3269054085.0,56045613056.0,261.642,0.08,7405.573,796.999,12.06,9424.927,209.21,2.27,2.883,0.638,0.359,2.265,0.502,0.282,3377.762,1.033,6714.813,2.054,0.455,3987.096,137615.734,337055.969,72270.562,3626.209,7774.386,251446.031,48696.766,1260.723,8170.006,1.251,90.147,0.028,697.597,0.213,2.98,3.043,2187.254,0.669,2763.91,0.845,770.57,0.236,2890.114,0.884,0.027,88.312,26708.193,51.558,31.88,33.45,39.21,31.262,16.558,22.976,16.201,42.915,9.362,39.259,17.473,61.029,32.899,17.844,44.218,29.769,40.962,26.723,0.106,0.141,0.261,0.013,9949.31,9741.23,-690.76,-9.328
Asia,1992,,3324377494.0,56045613056.0,293.076,0.088,7248.764,-156.809,-2.117,9543.942,119.015,1.263,2.871,0.619,0.343,2.18,0.47,0.261,3438.392,1.034,7243.272,2.179,0.47,4280.171,144864.5,346599.906,75708.945,3686.689,8520.136,253922.797,51311.102,1357.458,8391.733,1.251,60.479,0.018,745.75,0.224,3.011,3.073,2476.765,0.745,2763.0,0.831,790.43,0.238,2614.333,0.786,0.029,96.735,27897.289,55.448,32.121,34.343,40.887,32.224,16.97,23.187,16.658,42.416,9.793,39.325,17.822,59.487,24.993,18.833,47.419,28.382,44.749,26.913,0.108,0.146,0.267,0.014,10217.09,10008.86,-5.492,-0.076
Asia,1993,,3378235529.0,56045613056.0,324.685,0.096,7582.536,333.772,4.605,9604.688,60.747,0.636,2.843,0.591,0.331,2.245,0.467,0.261,3571.158,1.057,7478.143,2.214,0.46,4604.856,152447.047,356204.594,79280.109,3743.076,9323.525,256140.266,54031.535,1463.94,8606.23,1.251,56.387,0.017,803.389,0.238,3.07,3.132,2217.464,0.656,2811.78,0.832,788.66,0.233,2720.436,0.805,0.032,106.482,29073.875,58.896,33.259,34.392,41.958,33.287,17.393,23.393,17.123,41.935,10.237,39.356,18.184,58.602,24.086,19.753,43.233,29.511,49.265,27.105,0.11,0.15,0.274,0.014,10579.3,10371.15,-104.393,-1.377
Asia,1994,,3431170953.0,56045613056.0,356.161,0.104,7937.216,354.68,4.678,10413.579,808.89,8.422,3.035,0.612,0.341,2.313,0.467,0.26,3729.349,1.087,7643.908,2.228,0.45,4961.018,160384.25,366618.188,83009.453,3825.033,10177.97,258810.156,56836.816,1573.961,8909.805,1.251,81.958,0.024,854.445,0.249,3.123,3.184,2669.888,0.778,2828.77,0.824,813.52,0.237,2805.282,0.818,0.032,110.021,30571.064,60.528,34.458,36.144,43.572,34.399,17.83,23.629,17.603,41.394,10.694,39.416,18.551,57.984,26.033,20.83,46.22,30.314,50.846,27.305,0.112,0.154,0.28,0.015,10923.75,10715.71,-293.309,-3.695
Asia,1995,,3483316665.0,56045613056.0,385.605,0.111,8257.986,320.77,4.041,10420.145,6.565,0.063,2.991,0.577,0.326,2.371,0.458,0.258,3945.261,1.133,7995.788,2.295,0.443,5346.623,168642.234,377038.344,86954.719,3903.879,11041.184,261173.688,59708.52,1687.321,9163.48,1.251,78.845,0.023,863.214,0.248,3.252,3.312,2363.543,0.679,2901.2,0.833,867.02,0.249,2871.702,0.824,0.033,113.36,31919.305,61.966,35.104,35.73,44.816,35.539,18.271,23.853,18.102,40.805,11.109,39.437,18.912,57.43,24.15,20.504,41.911,30.75,50.708,27.508,0.114,0.159,0.287,0.015,11537.97,11328.61,-262.198,-3.175
Asia,1996,,3534544077.0,56045613056.0,402.668,0.114,8596.896,338.91,4.104,10938.97,518.826,4.979,3.095,0.572,0.327,2.432,0.449,0.257,4107.405,1.162,8247.555,2.333,0.431,5749.291,177239.125,387977.312,91062.125,3990.936,11947.451,263722.875,62686.797,1802.538,9426.927,1.251,87.057,0.025,906.268,0.256,3.266,3.27,2549.183,0.721,2892.37,0.818,896.77,0.254,2978.28,0.843,0.033,115.218,33319.887,63.401,35.451,36.165,45.515,36.668,18.71,24.084,18.607,40.241,11.512,39.465,19.268,57.041,24.833,20.613,42.505,30.954,51.897,27.723,0.116,0.164,0.295,0.015,11558.45,11544.17,-349.341,-4.064
Asia,1997,,3585198287.0,56045613056.0,420.581,0.117,8717.279,120.383,1.4,12662.246,1723.276,15.754,3.532,0.64,0.368,2.431,0.44,0.254,4111.506,1.147,8257.415,2.303,0.417,6169.873,185956.422,400639.562,95173.633,4086.187,12905.788,267890.406,65701.125,1919.817,9564.517,1.251,95.251,0.027,958.337,0.267,3.271,3.54,4167.509,1.162,3114.58,0.869,892.59,0.249,3014.325,0.841,0.033,117.279,34290.688,63.643,35.732,39.722,45.797,37.759,19.138,24.387,19.097,39.785,11.928,39.645,19.606,56.736,26.988,21.714,55.708,30.862,52.42,27.987,0.118,0.169,0.303,0.016,12690.899,11728.67,-459.864,-5.275
Asia,1998,,3635442850.0,56045613056.0,411.789,0.113,8473.237,-244.042,-2.8,11035.435,-1626.811,-12.848,3.036,0.556,0.321,2.331,0.427,0.246,3924.422,1.079,7820.323,2.151,0.394,6581.661,194429.641,411675.0,99098.047,4172.238,13864.834,270693.25,68678.273,2034.601,9447.087,1.251,86.051,0.024,959.045,0.264,3.243,3.307,2802.852,0.771,2963.73,0.815,909.81,0.25,2977.146,0.819,0.032,114.784,34344.344,62.549,34.825,36.186,44.923,38.719,19.521,24.602,19.542,39.334,12.305,39.697,19.906,56.449,25.559,21.38,45.463,30.091,52.042,28.166,0.119,0.174,0.31,0.016,12021.22,11788.16,-652.914,-7.706
Asia,1999,,3685232690.0,56045613056.0,440.302,0.119,8952.733,479.497,5.659,11343.358,307.923,2.79,3.078,0.553,0.319,2.429,0.436,0.252,4118.997,1.118,8346.471,2.265,0.407,7021.963,203382.391,423018.344,103217.047,4259.121,14908.614,273335.75,71828.398,2147.242,9621.604,1.251,86.883,0.024,1043.781,0.283,3.254,3.272,2642.499,0.717,2952.22,0.801,918.17,0.249,3150.129,0.855,0.031,112.641,35457.852,63.765,36.051,36.784,46.475,39.696,19.923,24.823,20.005,38.941,12.712,39.735,20.225,56.158,26.318,22.714,44.012,31.08,51.374,28.368,0.121,0.179,0.317,0.017,12057.98,11992.83,-606.263,-6.772
