"avg_coal","stddev_coal","min_coal","max_coal","avg_flaring","stddev_flaring","min_flaring","max_flaring","avg_oil","stddev_oil","min_oil","max_oil","avg_cement","oil_cement","min_cement","max_cement","avg_other_industry","oil_other_industry","min_other_industry","max_other_industry"
"38.505215071455446","253.56907054484486","0","8250.736","0.9081963532389623","4.515044809092184","0","88.437","26.77904003183797","140.6845122961646","0","2642.692","2.4092835003616053","22.99649644695138","0","858.233","6.1149357405140785","18.572046086912707","0","177.257"
